Experiment,well,scan id,lambda max wavelength,lambda max absorbance,well,concentration,volume,additive,Equilibration,temp,Minutes_Between_LastAddition_and_Scan
CMH_018,G02,scan_029,847.7142857,0.656,G02,100,7,C1,Y,25.3,41.7474145
CMH_018,C06,scan_063,809,0.651,C06,100,7,C1,Y,25.6,45.22625187
CMH_037,D02,scan_026,819,0.64,D02,100,7,C1,Y,26.2,46.50292822
CMH_037,C05,scan_054,774.5,0.626,C05,100,7,C1,Y,26.1,48.48075498
CMH_018,H02,scan_030,819.6666667,0.58,H02,100,8,C1,Y,25.3,46.4572462
CMH_037,E02,scan_026,816,0.626,E02,100,8,C1,Y,26.2,44.28637212
CMH_037,D05,scan_054,823.25,0.642,D05,100,8,C1,Y,26.1,46.2422575
CMH_018,A03,scan_030,866,0.681,A03,100,9,C1,Y,25.3,44.24591713
CMH_018,E06,scan_064,819.75,0.603,E06,100,9,C1,Y,25.7,48.94075232
CMH_037,F02,scan_026,812.3333333,0.567,F02,100,9,C1,Y,26.2,42.05757377
CMH_037,E05,scan_054,833.2857143,0.677,E05,100,9,C1,Y,26.1,43.99842135
CNH_065,A09,scan_036,780,0.506,A09,100,10,C1,N,26.4,47.24103697
CNH_065,C11,scan_040,802,0.582,C11,100,10,C1,N,26.5,37.03053222
CMH_057,E02,scan_034,836.5,0.633,E02,100,10,C1,Y,25.9,52.72439157
CMH_057,H06,scan_062,846,0.617,H06,100,10,C1,Y,26,52.67621553
CMH_018,B03,scan_030,842,0.621,B03,100,12,C1,Y,25.3,42.04624483
CMH_018,F06,scan_064,823,0.61,F06,100,12,C1,Y,25.7,46.7380847
CMH_037,G02,scan_027,870.5,0.641,G02,100,12,C1,Y,26.2,46.5840952
CMH_037,F05,scan_054,846,0.607,F05,100,12,C1,Y,26.1,41.75991643
CMH_018,C03,scan_031,792,0.562,C03,100,14,C1,Y,25.3,46.7587445
CMH_018,G06,scan_064,870,0.621,G06,100,14,C1,Y,25.7,44.52708262
CMH_057,F02,scan_034,853,0.633,F02,100,14,C1,Y,25.9,50.50655887
CMH_057,A07,scan_062,849,0.614,A07,100,14,C1,Y,26,50.44789662
CMH_018,D03,scan_031,882.5,0.629,D03,100,16,C1,Y,25.3,44.5416224
CMH_018,H06,scan_064,840,0.555,H06,100,16,C1,Y,25.7,42.33457937
CMH_037,H02,scan_027,851,0.532,H02,100,16,C1,Y,26.2,44.37592362
CMH_037,G05,scan_055,808,0.541,G05,100,16,C1,Y,26,47.25476058
CMH_018,E03,scan_031,848,0.525,E03,100,18,C1,Y,25.3,42.34725177
CMH_018,A07,scan_065,870,0.59,A07,100,18,C1,Y,25.7,48.27824512
CMH_037,A03,scan_027,863,0.574,A03,100,18,C1,Y,26.2,42.14790895
CMH_037,H05,scan_055,875,0.605,H05,100,18,C1,Y,26,45.03359475
CNH_065,B09,scan_036,846,0.509,B09,100,20,C1,N,26.4,45.069869
CNH_065,D11,scan_040,776.4285714,0.457,D11,100,20,C1,N,26.5,34.86704127
CMH_057,B07,scan_062,927,0.595,B07,100,20,C1,Y,26,48.22639008
CMH_059,G05,scan_043,866.5,0.542,G05,100,20,C1,Y,25.9,35.76938948
NLM_166,C01,scan_024,654.2,0.335,C01,100,20,C1,Y,25.6,52.65239482
NLM_166,F02,scan_026,834,0.489,F02,100,20,C1,Y,25.8,41.86154922
NLM_166,C04,scan_053,867,0.533,C04,100,20,C1,Y,26,52.51839543
NLM_166,F05,scan_055,898.5,0.577,F05,100,20,C1,Y,26.1,43.71855597
NLM_168,B01,scan_015,873,0.404,B01,100,20,C1,Y,25.8,46.79045835
NLM_168,E01,scan_016,851,0.344,E01,100,20,C1,Y,25.8,46.43294757
NLM_168,H01,scan_016,814.5,0.392,H01,100,20,C1,Y,25.8,39.88529372
NLM_168,C02,scan_016,794.3333333,0.372,C02,100,20,C1,Y,25.8,33.289626
NLM_168,F02,scan_032,790,0.312,F02,100,20,C1,Y,26.1,48.29512707
NLM_168,A03,scan_032,859.8333333,0.496,A03,100,20,C1,Y,26.1,41.73796035
NLM_168,D03,scan_033,811,0.45,D03,100,20,C1,Y,26,41.91629112
NLM_168,G03,scan_034,779.5,0.384,G03,100,20,C1,Y,26,42.10462672
CMH_018,F03,scan_032,895,0.562,F03,100,25,C1,Y,25.3,47.06941168
CMH_018,B07,scan_065,917,0.547,B07,100,25,C1,Y,25.7,46.05741335
CMH_037,B03,scan_028,932,0.576,B03,100,25,C1,Y,26.1,46.66742655
CMH_037,A06,scan_055,951,0.633,A06,100,25,C1,Y,26,42.80808183
CMH_018,G03,scan_032,938,0.534,G03,100,30,C1,Y,25.3,44.87624858
CMH_018,C07,scan_065,986,0.593,C07,100,30,C1,Y,25.7,43.85558313
CMH_037,C03,scan_028,982,0.603,C03,100,30,C1,Y,26.1,44.42592502
CMH_037,B06,scan_056,936,0.548,B06,100,30,C1,Y,25.9,48.30292625
CMH_018,H03,scan_032,987.6666667,0.594,H03,100,35,C1,Y,25.3,42.67640178
CMH_018,D07,scan_065,925,0.649,D07,100,35,C1,Y,25.7,41.65641758
CMH_037,D03,scan_028,992,0.558,D03,100,35,C1,Y,26.1,42.18992602
CMH_037,C06,scan_056,973,0.564,C06,100,35,C1,Y,25.9,46.06426167
CMH_018,A04,scan_032,975,0.579,A04,100,40,C1,Y,25.3,40.48174577
CMH_018,E07,scan_066,968.3333333,0.561,E07,100,40,C1,Y,25.7,47.60658317
CMH_037,E03,scan_028,970,0.534,E03,100,40,C1,Y,26.1,39.96069783
CMH_018,B04,scan_032,953.5,0.542,B04,100,45,C1,Y,25.3,38.27541737
CMH_018,F07,scan_066,987.6666667,0.542,F07,100,45,C1,Y,25.7,45.40490893
CMH_037,F03,scan_028,969.5,0.464,F03,100,45,C1,Y,26.1,37.7335937
CMH_037,E06,scan_056,970.25,0.564,E06,100,45,C1,Y,25.9,41.61759322
CNH_065,C09,scan_036,921,0.448,C09,100,50,C1,N,26.4,42.90670303
CNH_065,E11,scan_040,969.5,0.439,E11,100,50,C1,N,26.5,32.7120359
CMH_018,C04,scan_032,953,0.457,C04,100,50,C1,Y,25.3,36.0772473
CMH_018,G07,scan_066,969.5,0.539,G07,100,50,C1,Y,25.7,43.2197517
CMH_037,G03,scan_028,905,0.291,G03,100,50,C1,Y,26.1,35.50419493
CMH_037,F06,scan_056,966,0.437,F06,100,50,C1,Y,25.9,39.39408958
CMH_018,D04,scan_032,962,0.445,D04,100,55,C1,Y,25.3,33.86841192
CMH_018,H07,scan_066,969.5,0.476,H07,100,55,C1,Y,25.7,41.02074388
CMH_037,H03,scan_028,971,0.444,H03,100,55,C1,Y,26.1,33.27908788
CMH_037,G06,scan_056,966,0.294,G06,100,55,C1,Y,25.9,37.17009462
CMH_018,E04,scan_032,934.5,0.267,E04,100,60,C1,Y,25.3,31.67891818
CMH_018,A08,scan_066,970,0.485,A08,100,60,C1,Y,25.7,38.81824745
CMH_037,A04,scan_028,957,0.288,A04,100,60,C1,Y,26.1,31.05308615
CMH_037,H06,scan_056,970.5,0.361,H06,100,60,C1,Y,25.9,34.953759
CMH_063,G01,scan_028,938,0.265,G01,100,60,C1,Y,25.7,52.76306595
CMH_063,C05,scan_061,950,0.273,C05,100,60,C1,Y,25.9,52.76589747
